store_id,store_name,address_pref,address_city,address_town,address_full,lat,lng,phone,source_type,created_at,q1_child_chair,q2_stroller_usage,q3_child_friendly,q4_comment,genre,nearest_station
ST00345,ハートブレッドアンティーク イトーヨーカドー大森店,東京都,大田区,大森北,東京都大田区大森北2丁目13−1 イトーヨーカドー大森 1F,35.5865027,139.73311,03-6459-6058,admin,2025/4/17,unknown,available,unknown,,カフェ・スイーツ,大森海岸
ST00346,パティスリー プティエデン,東京都,大田区,大森北,東京都大田区大森北2丁目3−15 1F https://patisserie-petit-eden.jimdosite.com,35.5853232,139.7314117,03-5471-6030,admin,2025/4/17,unknown,available,unknown,,カフェ・スイーツ,大森海岸
ST00347,磯丸水産 大森東口店,東京都,大田区,大森北,東京都大田区大森北1丁目3−12 プラザ荻野 B1･1F,35.5876362,139.7286238,03-5767-5481,admin,2025/4/17,unknown,available,unknown,,居酒屋,大森
ST00348,居酒屋卜伝 平和島駅前店,東京都,大田区,大森北,東京都大田区大森北6丁目27−1,35.5786276,139.7342168,03-5493-1638,admin,2025/4/17,unknown,available,unknown,,居酒屋,平和島
ST00349,沖縄九州酒場 39,東京都,大田区,大森北,東京都大田区大森北6丁目13−6,35.579035,139.7344072,03-5493-0033,admin,2025/4/17,unknown,available,unknown,,居酒屋,平和島
ST00350,うぶ,東京都,大田区,大森北,東京都大田区大森北1丁目13−13 2F,35.5858734,139.7286031,03-5753-9350,admin,2025/4/17,unknown,available,unknown,,居酒屋,大森
ST00351,居酒屋 晴れ晴れ 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目11−3 2F,35.5871902,139.7287398,03-5763-3288,admin,2025/4/17,unknown,available,unknown,,居酒屋,大森
ST00352,宮古島 居酒屋久松五勇士,東京都,大田区,大森北,東京都大田区大森北1丁目35−8 グリーンビル 1F,35.5863652,139.726898,03-3762-6082,admin,2025/4/17,unknown,available,unknown,,居酒屋,大森
ST00353,五郎のとんかつ,東京都,大田区,大森北,東京都大田区大森北1丁目4−3 143ビル B1,35.5878574,139.7285873,03-3761-6963,admin,2025/4/17,unknown,available,unknown,,丼・定食,大森
ST00354,御食事処 山水,東京都,大田区,大森北,東京都大田区大森北3丁目40−10 山水亭,35.5830048,139.7362195,03-3765-3707,admin,2025/4/17,unknown,available,unknown,,丼・定食,平和島
ST00355,広東料理 百菜,東京都,大田区,大森北,東京都大田区大森北1丁目12−7 エンゼルハイム大森 1F,35.5866219,139.7294034,03-6436-8513,admin,2025/4/17,unknown,available,unknown,,中華,大森
ST00356,びっくり寿司 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目34−1,35.586565,139.7272433,03-5493-1500,admin,2025/4/17,unknown,available,unknown,,寿司,大森
ST00357,祭ずし 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目2−8,35.5879192,139.7288147,03-3763-4116,admin,2025/4/17,unknown,available,unknown,,寿司,大森
ST00358,芝浦食肉 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目11−3 サカエビル 1F,35.5871049,139.7287379,03-5767-6612,admin,2025/4/17,unknown,available,unknown,,焼肉,大森
ST00359,焼肉 ぼんぼり,東京都,大田区,大森北,東京都大田区大森北1丁目8−11 紅屋ビル 2F B,35.5866289,139.7276491,070-9106-7850,admin,2025/4/17,unknown,available,unknown,,焼肉,大森
ST00360,焼肉・サムギョプサル専門店 とんとら,東京都,大田区,大森北,東京都大田区大森北1丁目3−7,35.5874424,139.728928,03-6423-1355,admin,2025/4/17,unknown,available,unknown,,焼肉,大森
ST00361,大衆焼肉たきち大森店,東京都,大田区,大森北,東京都大田区大森北1丁目16−6 アパホテル大森東口店 1F,35.5864558,139.7299845,03-6459-6929,admin,2025/4/17,unknown,available,unknown,おむつ交換台あり,焼肉,大森
ST00362,大森みなとや,東京都,大田区,大森北,東京都大田区大森北1丁目12−1 大森北一ハイツ 133,35.5868446,139.7291643,03-6436-8776,admin,2025/4/17,unknown,available,unknown,,居酒屋,大森
ST00363,居酒屋 鳥基宮 大森2号店,東京都,大田区,大森北,東京都大田区大森北1丁目35−1 増尾ビル 2F,35.5866313,139.7271573,03-6410-8356,admin,2025/4/17,unknown,available,unknown,,居酒屋,大森
ST00364,博多ラーメン 長浜や 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目29−29番6,35.5856142,139.7286999,03-5763-5685,admin,2025/4/17,unknown,available,unknown,入口に階段あり,ラーメン,大森
ST00365,平和島 彦酉,東京都,大田区,大森北,東京都大田区大森北6丁目27−1 平和島ビル,35.5786137,139.7342756,03-5767-5229,admin,2025/4/17,unknown,available,unknown,,居酒屋,平和島
ST00366,平一郎焼肉 平和島本店,東京都,大田区,大森北,東京都大田区大森北6丁目27−1,35.578569,139.734321,03-6404-6995,admin,2025/4/17,unknown,available,unknown,,焼肉,平和島
ST00367,平和島やきとり本舗,東京都,大田区,大森北,東京都大田区大森北6丁目32−14,35.5800745,139.7356768,03-3762-3170,admin,2025/4/17,unknown,available,unknown,,居酒屋,平和島
ST00368,中華居酒屋 兎月,東京都,大田区,大森北,東京都大田区大森北1丁目12−1−102 大森北一ハイツ,35.5872604,139.7294309,03-3763-1788,admin,2025/4/17,unknown,available,unknown,,居酒屋,大森
ST00369,麻婆習慣多福楼（大森中華麻辣専門店）,東京都,大田区,大森北,東京都大田区大森北1丁目4−5 山本ビル 1F,35.5876158,139.7283918,03-3737-8388,admin,2025/4/17,unknown,available,unknown,,中華,大森
ST00370,鮨割烹 旬,東京都,大田区,大森北,東京都大田区大森北1丁目11−5 共和七番館ビル 2F,35.5870278,139.7290357,03-6459-6750,admin,2025/4/17,unknown,available,unknown,,寿司,大森
ST00371,虎魚 OKOZE,東京都,大田区,大森北,東京都大田区大森北4丁目4−11 錦ビル,35.5846736,139.7265096,,admin,2025/4/17,unknown,available,unknown,,居酒屋,大森
ST00372,鮨処しし,東京都,大田区,大森北,東京都大田区大森北1丁目10−10 2F,35.5860226,139.7284029,03-6625-8306,admin,2025/4/17,unknown,available,unknown,,寿司,大森
ST00373,鮨処すけろく,東京都,大田区,大森北,東京都大田区大森北1丁目34−14 ツインビル 502,35.5857057,139.726759,03-5471-0108,admin,2025/4/17,unknown,available,unknown,,寿司,大森
ST00381,カレーハウス CoCo壱番屋 JR大森駅東口店,東京都,大田区,大森北,東京都大田区大森北1丁目8−8番地15 ラ・トゥール・ヴェルディー 1F,35.5868491,139.7272608,03-5762-7003,admin,2025/4/17,unknown,unknown,unknown,ベビーフードあり,カレー,大森
ST00520,仙台牛たん 青葉アトレ大森店,東京都,大田区,大森北,東京都大田区大森北1丁目6−16 アトレ大森 5F,35.588095,139.7282131,03-3765-4129,admin,2025/4/17,available,available,family_friendly,ハイチェアあり,和食,大森
ST00541,炭火焼肉食道園 大森店,東京都,大田区,大森北,東京都大田区大森北1丁目12−9 第6下川ビル 1F,35.5864601,139.7292566,03-3763-5681,admin,2025/4/17,unknown,unknown,unknown,おむつ交換台あり,焼肉,大森
ST00598,元祖牛タン串あだち屋,東京都,大田区,山王,東京都大田区山王2丁目3−8 1F,35.5875742,139.7267843,03-6410-7971,admin,2025/5/13,unknown,available,unknown,,居酒屋,大森
ST00600,コメダ珈琲店 大森山王口店,東京都,大田区,山王,東京都大田区山王1丁目4−1 木村ビル 2～3F,35.5908264,139.7281811,03-5728-9910,admin,2025/5/13,unknown,unknown,unknown,おむつ交換台あり,カフェ・スイーツ,大森
ST00602,東京∞景／大森山王ブルワリー,東京都,大田区,山王,東京都大田区山王2丁目2−7 八景坂ビル 3F,35.5879802,139.7273243,070-8954-2616,admin,2025/5/13,unknown,available,unknown,,ダイニング・バー,大森
ST00610,中華そば 円月,東京都,大田区,山王,東京都大田区山王2丁目1−5 B1F,35.5898057,139.7283473,03-6809-9218,admin,2025/5/13,unknown,available,unknown,混雑時はベビーカー入店不可,ラーメン,大森
ST00611,bistro tetete,東京都,大田区,山王,東京都大田区山王1丁目42−11 ザ・プレシャス大森山王1F,35.5920295,139.72093,03-6303-8290,admin,2025/5/13,available,available,unknown,子ども椅子あり（種類未確認）／ベビーカー利用時は事前連絡推奨,ビストロ・フレンチ,大森
ST00615,バーミヤン 大森駅前店,東京都,大田区,山王,東京都大田区山王2丁目8−26 東辰ビル 2F,35.5892362,139.7274827,0570-067-881,admin,2025/5/13,available,available,family_friendly,ハイチェアあり,ファミレス,大森
ST00619,ケララの風 モーニング,東京都,大田区,山王,東京都大田区山王3丁目1−10,35.5854414,139.7255768,03-3771-1600,admin,2025/5/13,unknown,available,unknown,,各国料理,大森
ST00622,トーチドットベーカリー 大森,東京都,大田区,山王,東京都大田区山王3丁目28−3,35.5849241,139.7248165,03-6809-9055,admin,2025/5/13,unknown,available,unknown,,カフェ・スイーツ,大森
ST00623,いきなりステーキ 大森ララ店,東京都,大田区,山王,東京都大田区山王2丁目1−5,35.5899422,139.7283707,03-6429-7029,admin,2025/5/13,available,available,unknown,子ども椅子あり（種類未確認）,ステーキ・鉄板料理,大森
ST00625,東京シェルフィッシュ,東京都,大田区,山王,東京都大田区山王2丁目3−8 大森ビルディング 2F,35.5874745,139.7267218,050-5492-0602,admin,2025/5/13,unknown,available,unknown,,居酒屋,大森
ST00627,ガスト 大森山王店,東京都,大田区,山王,東京都大田区山王3丁目6−3 ＭＥＧＡドン・キホーテ大森山王店 4F,35.5831815,139.723931,0570-031-895,admin,2025/5/13,available,available,unknown,子ども椅子あり（種類未確認）,ファミレス,大森
ST00633,魚べい 大森駅山王北口店,東京都,大田区,山王,東京都大田区山王2丁目5−9,35.5900198,139.7278497,03-5718-3491,admin,2025/5/13,available,unknown,family_friendly,ハイチェア多数／固定式の椅子多数／子ども用食器あり,寿司,大森
ST00636,トラットリア カワナベ,東京都,大田区,山王,東京都大田区山王1丁目4−3 橋本ビル 1F,35.5908706,139.7279088,03-6417-1882,admin,2025/5/13,available,available,unknown,子ども椅子あり（種類未確認）／離乳食持ち込み可（予約時相談推奨）,イタリアン,大森
ST00643,東京煮干し中華そば 玉 三三㐂,東京都,大田区,山王,東京都大田区山王2丁目2−13,35.5888735,139.7276656,03-3775-7337,admin,2025/5/13,unknown,available,unknown,,ラーメン,大森
ST00646,ベネディーレ,東京都,大田区,山王,東京都大田区山王2丁目5−2 福島屋ビル 3F,35.59065,139.7277954,03-3773-3917,admin,2025/5/13,available,unknown,neutral,ハイチェア（ベルトなし）2脚,イタリアン,大森
ST00661,すき家 環七山王店,東京都,大田区,山王,東京都大田区山王4丁目12−4,35.5894911,139.7192754,0120-498-007,admin,2025/5/13,available,none,neutral,ハイチェア（ベルトなし）4脚,丼・定食,大森
ST00675,美かわ家,東京都,大田区,山王,東京都大田区山王2丁目42−22 104,35.5905748,139.7191919,03-3771-7770,admin,2025/5/13,unknown,available,unknown,,うどん・そば,大森
ST00677,笑庵 大森店,東京都,大田区,山王,東京都大田区山王2丁目1−3,35.5898286,139.7281341,03-3773-0147,admin,2025/5/13,unknown,available,unknown,,居酒屋,大森
ST00678,町の小さなレストラン ぴえー留,東京都,大田区,山王,東京都大田区山王1丁目25−14,35.5932003,139.7254924,03-5728-9011,admin,2025/5/13,unknown,available,unknown,,洋食,大森
ST00680,さつまっこ メガドンキホーテ大森山王店,東京都,大田区,山王,東京都大田区山王3丁目6−5,35.5834829,139.7236504,03-3777-5790,admin,2025/5/13,unknown,available,unknown,,ラーメン,大森
ST00681,タパス＆タパス 大森山王店,東京都,大田区,山王,東京都大田区山王2丁目3−3 野口ビル 2F,35.5882159,139.7271187,03-3778-3670,admin,2025/5/13,available,unknown,unknown,子ども椅子あり（種類未確認）,イタリアン,大森
ST00682,マクドナルド 大森駅北口店,東京都,大田区,山王,東京都大田区山王2丁目1−5,35.5899587,139.7284109,03-5746-2150,admin,2025/5/13,available,available,family_friendly,子ども椅子あり（種類未確認）,ファストフード,大森
ST00683,天丼てんや 大森店,東京都,大田区,山王,東京都大田区山王2丁目3−8 大森ビル,35.5874372,139.7268327,03-5742-2438,admin,2025/5/13,available,unknown,unknown,ハイチェアあり,丼・定食,大森
ST00687,中華料理 とんとん亭,東京都,大田区,山王,東京都大田区山王1丁目43−1,35.5919381,139.7201659,03-3772-7007,admin,2025/5/13,unknown,available,unknown,,中華,大森
ST00697,牛角 大森店,東京都,大田区,山王,東京都大田区山王2丁目2−7 八景坂ビル 2F,35.5879802,139.7273243,03-5718-8429,admin,2025/5/13,none,available,neutral,,焼肉,大森
ST00699,宝田水産 阪急大井町ガーデン店,東京都,品川区,大井,東京都品川区大井1丁目50-5,35.60585587,139.7337626,03-5743-3095,admin,2026/6/9,available,available,family_friendly,ハイチェア3脚,寿司,大井町
ST00700,天丼てんや 京急大森海岸店,東京都,品川区,南大井,東京都品川区南大井3丁目32-1,35.58855772,139.7360595,03-5767-5740,admin,2026/6/9,available,available,family_friendly,ハイチェア（ベルトなし）3脚,丼・定食,大森海岸
ST00701,日高屋 雪が谷大塚南口店,東京都,大田区,南雪谷,東京都大田区南雪谷2-2-16,35.59184549,139.6812404,03-3726-6100,admin,2026/6/9,available,available,family_friendly,ハイチェア2脚,中華,雪が谷大塚
ST00702,エクセルシオール カフェ 大岡山駅前店,東京都,目黒区,大岡山,東京都目黒区大岡山2丁目12-1東工大蔵前会館 1F,35.60739028,139.6854721,03-3726-7772,admin,2026/6/9,none,available,neutral,,カフェ・スイーツ,大岡山
ST00703,ケンタッキーフライドチキン宮崎台店,神奈川県,川崎市宮前区,宮崎,神奈川県川崎市宮前区宮崎2丁目10-12,35.58724597,139.591397,044-860-1315,admin,2026/6/9,available,available,family_friendly,ハイチェア4脚/同フロア店舗と共用,ファストフード,宮崎台
ST00704,ミスタードーナツ 宮崎台ショップ,神奈川県,川崎市宮前区,宮崎,神奈川県川崎市宮前区宮崎2丁目10-12,35.58724597,139.591397,044-871-6580,admin,2026/6/9,available,available,family_friendly,ハイチェア4脚/同フロア店舗と共用,カフェ・スイーツ,宮崎台
ST00705,白金こむすび庵 さんかく,東京都,港区,白金,東京都港区白金1丁目6-14,35.6468791,139.7319583,03-5791-7370,admin,2026/6/9,none,available,neutral,クッションで調整可能/店内狭め,丼・定食,白金高輪
ST00706,一風堂 銀座店,東京都,中央区,銀座,東京都中央区銀座4丁目10−3 セントラルビル 1F,35.67081502,139.7682862,0570-031-206,admin,2026/6/9,available,available,family_friendly,ハイチェアあり,ラーメン,東銀座
ST00707,ミスタードーナツ 大森山王ショップ,東京都,大田区,山王,東京都大田区山王2丁目3−5,35.587923,139.72703,03-5718-6151,admin,2025/5/13,available,none,family_friendly,ハイチェア（ベルトなし）2脚/イートインは2階（エレベーターなし）,カフェ・スイーツ,大森
ST00708,鳥肌,東京都,大田区,北馬込,東京都大田区北馬込2丁目32−9 レジデンス睦 1F,35.597035,139.711236,03-6809-9685,admin,2026/6/23,available,available,family_friendly,バンボ2台/座敷あり,居酒屋,馬込
ST00710,豆たく,東京都,大田区,北馬込,東京都大田区北馬込2丁目3−6 ドエル馬込,35.600451,139.709213,03-5742-1014,admin,2026/6/23,unknown,available,unknown,,居酒屋,荏原町
ST00711,EL‐AMIGO,東京都,大田区,北馬込,東京都大田区北馬込1丁目1−5 朝日プラザ旗の台 1F,35.60143,139.7003403,03-3776-1977,admin,2026/6/23,available,available,unknown,バンボあり,ステーキ・鉄板料理,長原
ST00716,中村屋,東京都,大田区,北馬込,東京都大田区北馬込2丁目27−13,35.5966298,139.7102134,03-3771-2734,admin,2026/6/23,none,available,neutral,,うどん・そば,馬込
ST00724,ココス 東京イン店,東京都,大田区,北馬込,東京都大田区北馬込2丁目31−31 東京イン 1F,35.5972476,139.7117767,03-5743-7581,admin,2026/6/23,available,available,family_friendly,ハイチェアあり,ファミレス,馬込
ST00724,中華そば一久 岬店,山口県,宇部市,東見初町,山口県宇部市東見初町１−１７,33.93653789,131.2553732,083-635-1919,admin,2026/8/31,available,none,neutral,ブースターシートあり,ラーメン,宇部岬
ST00724,aete,東京都,品川区,旗の台,東京都品川区旗の台6丁目33−11 スピナッチヒル 2F,35.6042267,139.6980354,03-6426-4222,admin,2026/9/17,unknown,available,unknown,,ダイニング・バー,長原
ST00725,れんげ食堂Toshu 宮崎台店,神奈川県,川崎市宮前区,宮崎,神奈川県川崎市宮前区宮崎2丁目8-7,35.58773986,139.5911305,044-982-0521,admin,2026/7/14,available,available,family_friendly,ハイチェア（ベルトなし）2脚/入口に階段あり,中華,宮崎台
ST00725,なか卯 泉岳寺前店,東京都,港区,高輪,東京都港区高輪２丁目１６−３５ 高輪チトセハイツ,35.63816431,139.7387418,0120-29-5770,admin,2026/8/31,available,unknown,unknown,ハイチェアあり,丼・定食,泉岳寺
ST00726,松屋 新木場店,東京都,江東区,新木場,東京都江東区新木場1-6-1 新木場メトロセンターB棟G-2号,35.6459358,139.8269152,080-5928-0805,admin,2026/8/26,available,unknown,unknown,ハイチェアあり,丼・定食,新木場
ST00730,焼肉ホルモン かねや 旗の台駅前店,東京都,品川区,旗の台,東京都品川区旗の台5丁目7−6 106,35.6041925,139.7036287,,admin,2026/9/17,unknown,available,unknown,,焼肉,旗の台
ST00734,キッチン & バー ALLY(アリー),東京都,品川区,旗の台,東京都品川区旗の台3丁目12−6,35.6049882,139.7033377,03-6687-1617,admin,2026/9/17,unknown,available,neutral,子ども用メニューあり／19時以降は未成年入店不可,カフェ・スイーツ,旗の台
ST00737,Le calme ル・カルム,東京都,品川区,旗の台,東京都品川区旗の台3丁目12−2 マドレーヌビル 2F,35.6051573,139.7036323,03-6426-8650,admin,2026/9/17,none,available,not_recommended,ベビーカー利用時は事前連絡／子ども用メニューは要予約（当日注文不可）／土日祝は小学生未満入店不可／食事を注文しない子どもは席料300円,ビストロ・フレンチ,旗の台
ST00739,MYRTEN（ミルテ）,東京都,品川区,旗の台,東京都品川区旗の台5丁目17−9 1F,35.6036338,139.6992665,050-5462-5453,admin,2026/9/17,unknown,available,unknown,,ビストロ・フレンチ,長原
ST00740,マクドナルド 旗の台店,東京都,品川区,旗の台,東京都品川区旗の台2丁目7−2,35.6056768,139.703864,03-6421-5567,admin,2026/9/17,available,available,family_friendly,子ども椅子あり（種類未確認）,ファストフード,旗の台
ST00744,Chilling Coffee&Bake,東京都,品川区,旗の台,東京都品川区旗の台5丁目6−10 YGフラッグ 1F,35.6045853,139.7024755,,admin,2026/9/17,available,available,unknown,子ども椅子あり（種類未確認）,カフェ・スイーツ,旗の台
ST00748,煮干しNoodles NiboNiboCino,東京都,品川区,旗の台,東京都品川区旗の台2丁目13−14,35.6056029,139.7035187,03-3788-1270,admin,2026/9/17,unknown,available,unknown,,ラーメン,旗の台
ST00749,curry but curry,東京都,品川区,旗の台,東京都品川区旗の台2丁目6−10,35.6059328,139.7045101,03-6312-1121,admin,2026/9/17,available,available,family_friendly,子ども椅子あり（種類未確認）,カレー,旗の台
ST00750,TABLE No.2,東京都,品川区,旗の台,東京都品川区旗の台5丁目15−8,35.6044079,139.6994679,080-7430-0222,admin,2026/9/17,available,available,unknown,子ども椅子あり（種類未確認）,ダイニング・バー,旗の台
ST00753,麻布しき 旗の台店,東京都,品川区,旗の台,東京都品川区旗の台3丁目11−6 いこいビル 1F,35.6049873,139.7046074,03-6338-3657,admin,2026/9/17,none,available,unknown,,和食,旗の台
ST00754,大衆酒場 手羽だるま 旗の台店,東京都,品川区,旗の台,東京都品川区旗の台3丁目11−11 サワノビル 1F,35.605015,139.7038414,03-6426-6439,admin,2026/9/17,unknown,available,unknown,,居酒屋,旗の台
ST00755,三代目鳥メロ 旗の台店,東京都,品川区,旗の台,東京都品川区旗の台2丁目8−12 旗の台紋新ビル 1F,35.6064619,139.7036423,050-1882-4156,admin,2026/9/17,unknown,unknown,unknown,離乳食持ち込み可,居酒屋,旗の台
ST00756,VITA RICCA,東京都,品川区,旗の台,東京都品川区旗の台5丁目7−6-1F,35.6045036,139.7036397,03-6426-9219,admin,2026/9/17,unknown,available,unknown,,イタリアン,旗の台
ST00763,HARI OM インドカレー,東京都,品川区,旗の台,東京都品川区旗の台2丁目7−7 石崎ビル 1F,35.6064885,139.7038254,03-3786-4040,admin,2026/9/17,unknown,available,unknown,子ども用メニューあり,カレー,旗の台
ST00765,Kirin Store,東京都,品川区,旗の台,東京都品川区旗の台1丁目1−14,35.6107537,139.705574,03-6426-7554,admin,2026/9/17,unknown,available,unknown,,各国料理,荏原中延
ST00768,魚屋路 旗の台店,東京都,品川区,旗の台,東京都品川区旗の台6丁目29−9,35.604718,139.6984896,03-5498-7138,admin,2026/9/17,available,available,family_friendly,固定式の椅子あり／2階店舗／階段のみ,寿司,長原
ST00769,居酒屋 楽縁,東京都,品川区,旗の台,東京都品川区旗の台5丁目8−7 サンシティ 101,35.6039503,139.7036423,03-6426-9820,admin,2026/9/17,unknown,available,unknown,子ども用メニューあり,居酒屋,旗の台
ST00771,木曽路 旗の台店,東京都,品川区,旗の台,東京都品川区旗の台1丁目3−15,35.608819,139.704655,03-5749-3467,admin,2026/9/17,available,available,family_friendly,子ども椅子あり（種類未確認）,鍋,旗の台
ST00774,大公楼,東京都,品川区,旗の台,東京都品川区旗の台2丁目1−25,35.6073557,139.704373,03-3786-5771,admin,2026/9/17,unknown,available,unknown,,中華,旗の台
ST00777,釣り魚の店 舟武,東京都,品川区,旗の台,東京都品川区旗の台5丁目7−9 佐々木ビル 1F,35.6044212,139.7029713,03-3785-1719,admin,2026/9/17,unknown,available,unknown,,居酒屋,旗の台
ST00784,中華料理 美健食道・東海酒家,東京都,品川区,旗の台,東京都品川区旗の台2丁目7−7,35.6064353,139.7038246,03-3783-5982,admin,2026/9/17,unknown,available,unknown,,中華,旗の台
ST00786,焼肉だるま,東京都,品川区,旗の台,東京都品川区旗の台4丁目6−5 鈴木ビル 2F,35.6037827,139.7056483,03-3783-6674,admin,2026/9/17,unknown,available,unknown,,焼肉,旗の台
ST00795,道草庭,東京都,品川区,旗の台,東京都品川区旗の台6丁目10−4,35.608336,139.700177,03-3786-7219,admin,2026/9/17,unknown,unknown,unknown,子ども用メニューあり／接待予約時は子連れ不可／子連れ予約時は事前確認あり,ステーキ・鉄板料理,旗の台
ST00797,鮨英,東京都,品川区,旗の台,東京都品川区旗の台4丁目7−9 パル旗の台 1F,35.603577,139.704666,03-3782-3133,admin,2026/9/17,unknown,available,unknown,ベビーカー利用時は事前連絡／半地下に家族向けテーブル席あり,寿司,旗の台
ST00798,松居,東京都,品川区,旗の台,東京都品川区旗の台3丁目11−13,35.6053624,139.704121,,admin,2026/9/17,unknown,available,unknown,,居酒屋,旗の台
ST00802,牛角 旗の台店,東京都,品川区,旗の台,東京都品川区旗の台3丁目12−3 Ｊ．ＢＯＸ Ｂ1F,35.6050322,139.7035982,03-5751-6629,admin,2026/9/17,available,available,family_friendly,子ども椅子あり（種類未確認）,焼肉,旗の台
ST00805,鉄板　周,東京都,品川区,旗の台,東京都品川区旗の台2丁目4−21,35.6070098,139.7048114,03-3787-2261,admin,2026/9/17,unknown,available,unknown,,お好み焼き・粉もの,旗の台
ST00810,ポポラマーマ 旗の台店,東京都,品川区,旗の台,東京都品川区旗の台2丁目7−10 ドウエル旗の台 1F,35.6066529,139.7038315,03-6426-9333,admin,46282,available,available,family_friendly,ハイチェアあり／入口に段差あり,イタリアン,旗の台
ST00822,串カツ田中 旗の台店,東京都,品川区,旗の台,東京都品川区旗の台2丁目1−19,35.6070317,139.7040113,03-6426-2994,admin,46282,available,available,unknown,子ども椅子あり（種類未確認）／入口に段差あり,居酒屋,旗の台
ST00827,フレンチ Le Pétale,東京都,大田区,南馬込,東京都大田区南馬込2丁目19−3 ブルーメゾン 1F,35.5877604,139.7133768,03-6311-1480,admin,46289,available,available,family_friendly,ハイチェア（ベルト付き）1脚／ハイチェア（ベルトなし）1脚／子ども用メニューあり,ビストロ・フレンチ,西馬込
ST00828,ジョナサン 西馬込店,東京都,大田区,南馬込,東京都大田区南馬込5丁目-43-3 ヴィラ森1F,35.5852343,139.7049787,03-5742-7186,admin,46289,available,available,family_friendly,子ども椅子あり（種類未確認）,ファミレス,西馬込
ST00829,ミモザカレー,東京都,大田区,南馬込,東京都大田区南馬込4丁目28−1,35.5874221,139.7137014,03-6679-2317,admin,46289,none,available,neutral,子ども用メニューあり,カレー,西馬込
ST00830,ドミノ・ピザ南馬込店,東京都,大田区,南馬込,東京都大田区南馬込6丁目3−11,35.5850234,139.7073545,03-5718-1133,admin,46289,none,available,unknown,,ファストフード,西馬込
ST00831,古民家 空時,東京都,大田区,南馬込,東京都大田区南馬込3丁目1−4,35.5877735,139.7192379,,admin,46289,none,none,not_recommended,中学生以上の入店可,カフェ・スイーツ,大森
ST00832,BAR 4WD,東京都,大田区,南馬込,東京都大田区南馬込6丁目38−2,35.5817802,139.7023149,090-8893-6910,admin,46289,unknown,available,unknown,,ダイニング・バー,西馬込
ST00833,エビス西馬込総本店,東京都,大田区,南馬込,東京都大田区南馬込5丁目42−3 ニュートーア馬込 1F,35.5859714,139.7055033,03-3771-8858,admin,46289,unknown,available,unknown,,居酒屋,西馬込
ST00834,ビンティ 西馬込本店,東京都,大田区,南馬込,東京都大田区南馬込5丁目38−4 第一松栄ビル 1F,35.5865289,139.7068765,03-3773-4331,admin,46289,unknown,available,unknown,,カレー,西馬込
ST00835,鉄板焼 焼きうどん 伊鉄,東京都,大田区,南馬込,東京都大田区南馬込5丁目40−1,35.586597,139.7059373,03-6303-8026,admin,46289,unknown,available,unknown,,お好み焼き・粉もの,西馬込
ST00859,Ellora Palace 洗足池店,東京都,大田区,東雪谷,東京都大田区東雪谷1丁目1−2,35.6000118,139.6905593,03-6425-7184,admin,46289,unknown,available,unknown,,カレー,洗足池
ST00860,アジアンドネルケバブ カレーハヌマン,東京都,大田区,東雪谷,東京都大田区東雪谷2丁目4−16,35.5971752,139.6851114,03-6425-8392,admin,46289,unknown,available,unknown,,カレー,石川台
ST00861,瀬戸内らーめん がいなもん,東京都,大田区,東雪谷,東京都大田区東雪谷2丁目4−6 クアトルセゾン石川台,35.5982646,139.6850936,03-3726-4653,admin,46289,unknown,available,unknown,,ラーメン,石川台
ST00862,やまこ飯店,東京都,大田区,東雪谷,東京都大田区東雪谷3丁目30−3 ヴィラ雪谷,35.5936114,139.687669,03-3727-7707,admin,46289,unknown,available,unknown,,中華,石川台
ST00863,エスニックレストランハヌマン 石川台店,東京都,大田区,東雪谷,東京都大田区東雪谷2丁目14−1,35.5954154,139.6854946,03-3729-1159,admin,46289,unknown,available,unknown,,カレー,石川台
ST00864,らでぃっしゅ,東京都,大田区,東雪谷,東京都大田区東雪谷3丁目25−1,35.5919939,139.6893991,03-3729-0929,admin,46289,unknown,available,unknown,,焼肉,石川台
ST00897,松屋 梅ヶ丘店,東京都,世田谷区,梅丘,東京都世田谷区梅丘1丁目33-9,35.65629719,139.6528645,080-5928-1224,admin,46289,available,available,family_friendly,ハイチェア（ベルト付き）2脚,丼・定食,梅ヶ丘
ST00898,ビナキッチン,神奈川県,海老名市,めぐみ町,神奈川県海老名市めぐみ町1丁目3 ロマンスカーミュージアム内,35.45312056,139.3905216,046-205-4750,admin,46289,available,available,family_friendly,ハイチェア6脚,洋食,海老名
ST00899,The Hakone Open-Air Museum Café,神奈川県,足柄下郡,箱根町,神奈川県足柄下郡箱根町二ノ平1121-8,35.24319847,139.0536161,,admin,46289,available,available,family_friendly,ハイチェア4脚,カフェ・スイーツ,彫刻の森
ST00900,えーじぬ家,東京都,品川区,中延,東京都品川区中延2丁目15−3,35.6098828,139.7111824,03-3785-3252,admin,46289,available,available,family_friendly,おむつ交換台あり,居酒屋,荏原中延
ST00901,ItalianM'sバル イタリアン,東京都,品川区,中延,東京都品川区中延5丁目7−11,35.6027083,139.7081447,03-6426-7176,admin,46289,available,available,unknown,ハイチェア3脚／子ども3名以上の予約は店舗へ直接連絡（ネット予約不可）,イタリアン,荏原町
